order_id,order_date,shipping_mode,product_category,product_subcategory,weight_kg,distance_km,shipping_cost,expected_delivery_date,actual_delivery_date,delay_days,is_delayed,warehouse_region,customer_segment
ORDER-01030,2023-03-02,Second Class,Office Supplies,Binders,17.19,382.2,409.77,2023-03-03,2023-03-05,2,1,South,Consumer
ORDER-01031,2023-02-11,Standard Class,Furniture,Bookcases,20.41,271.0,285.35,2023-02-20,2023-02-21,1,1,East,Home Office
ORDER-01032,2023-01-25,Standard Class,Furniture,Furnishings,3.04,421.2,80.4,2023-01-29,2023-01-30,1,1,West,Home Office
ORDER-01033,2023-02-08,Same Day,Office Supplies,Storage,25.08,21.5,67.34,2023-02-09,2023-02-11,2,1,South,Home Office
ORDER-01034,2023-05-11,First Class,Office Supplies,Storage,6.6,186.5,107.98,2023-05-14,2023-05-14,0,0,South,Corporate
ORDER-01035,2024-05-12,Second Class,Furniture,Chairs,20.35,122.3,160.33,2024-05-17,2024-05-18,1,1,North,Corporate
ORDER-01036,2023-08-17,Second Class,Office Supplies,Binders,17.86,226.4,257.96,2023-08-19,2023-08-19,0,0,South,Consumer
ORDER-01037,2023-04-18,Second Class,Furniture,Bookcases,38.76,40.8,113.48,2023-04-22,2023-04-23,1,1,East,Home Office
ORDER-01038,2023-06-21,Standard Class,Technology,Accessories,40.26,477.3,967.77,2023-06-22,2023-06-22,0,0,East,Consumer
ORDER-01039,2024-03-10,Standard Class,Office Supplies,Binders,8.09,115.5,60.29,2024-03-16,2024-03-17,1,1,West,Home Office
ORDER-01040,2024-04-22,Standard Class,Furniture,Furnishings,18.64,461.5,438.92,2024-04-25,2024-04-25,0,0,West,Consumer
ORDER-01041,2023-04-12,Standard Class,Office Supplies,Storage,18.98,215.8,221.81,2023-04-13,2023-04-16,3,1,West,Corporate
ORDER-01042,2024-06-07,Second Class,Office Supplies,Storage,7.99,492.8,242.3,2024-06-12,2024-06-13,1,1,West,Home Office
ORDER-01043,2023-10-02,Standard Class,Technology,Phones,40.02,279.3,574.21,2023-10-06,2023-10-07,1,1,East,Corporate
ORDER-01044,2023-02-13,Same Day,Office Supplies,Binders,35.51,465.8,1661.68,2023-02-14,2023-02-16,2,1,North,Home Office
ORDER-01045,2023-01-17,Same Day,Furniture,Tables,9.92,7.6,21.48,2023-01-18,2023-01-19,1,1,West,Consumer
ORDER-01046,2023-11-26,First Class,Technology,Phones,18.65,375.4,577.63,2023-11-29,2023-12-01,2,1,North,Home Office
ORDER-01047,2024-05-11,Second Class,Furniture,Chairs,5.74,452.0,172.0,2024-05-13,2024-05-13,0,0,South,Corporate
ORDER-01048,2023-01-12,First Class,Technology,Phones,31.6,74.2,203.87,2023-01-13,2023-01-14,1,1,South,Home Office
ORDER-01049,2023-11-14,Standard Class,Office Supplies,Binders,6.51,52.6,29.89,2023-11-15,2023-11-18,3,1,West,Consumer
ORDER-01050,2023-08-04,First Class,Office Supplies,Binders,49.3,215.2,867.11,2023-08-10,2023-08-11,1,1,South,Home Office
ORDER-01051,2023-12-05,Standard Class,Furniture,Furnishings,39.14,467.2,928.13,2023-12-06,2023-12-08,2,1,North,Corporate
ORDER-01052,2023-03-22,First Class,Office Supplies,Storage,19.82,273.5,452.42,2023-03-27,2023-04-03,7,1,North,Consumer
ORDER-01053,2024-04-29,Standard Class,Technology,Accessories,29.14,266.1,400.91,2024-05-02,2024-05-02,0,0,South,Corporate
ORDER-01054,2024-01-09,First Class,Technology,Machines,45.61,74.9,285.88,2024-01-15,2024-01-18,3,1,West,Home Office
ORDER-01055,2023-07-19,Same Day,Furniture,Chairs,27.93,5.4,23.42,2023-07-20,2023-07-20,0,0,North,Corporate
ORDER-01056,2024-06-20,Standard Class,Furniture,Bookcases,9.14,406.0,198.71,2024-06-21,2024-06-24,3,1,North,Home Office
ORDER-01057,2024-04-10,Standard Class,Technology,Machines,19.25,48.3,53.6,2024-04-15,2024-04-15,0,0,East,Consumer
ORDER-01058,2023-03-30,Same Day,Technology,Accessories,42.24,318.8,1364.66,2023-03-31,2023-04-04,4,1,West,Corporate
ORDER-01059,2023-09-25,Standard Class,Furniture,Furnishings,32.39,457.7,756.38,2023-10-02,2023-10-06,4,1,East,Corporate
ORDER-01060,2024-05-03,First Class,Office Supplies,Storage,32.71,108.3,303.3,2024-05-07,2024-05-09,2,1,South,Home Office
ORDER-01061,2024-06-21,Second Class,Office Supplies,Storage,43.41,334.3,877.1,2024-06-22,2024-06-24,2,1,South,Corporate
ORDER-01062,2023-02-16,Standard Class,Technology,Copiers,44.75,44.0,107.06,2023-02-19,2023-02-20,1,1,East,Corporate
ORDER-01063,2023-10-15,Standard Class,Furniture,Chairs,46.03,303.9,717.58,2023-10-20,2023-10-23,3,1,West,Consumer
ORDER-01064,2023-01-16,Standard Class,Furniture,Tables,5.2,86.1,33.31,2023-01-19,2023-01-20,1,1,North,Home Office
ORDER-01065,2024-02-05,First Class,Technology,Copiers,27.43,369.3,822.39,2024-02-09,2024-02-09,0,0,South,Home Office
ORDER-01066,2023-03-27,Standard Class,Furniture,Tables,37.16,154.1,304.23,2023-03-28,2023-03-31,3,1,West,Consumer
ORDER-01067,2023-09-07,Second Class,Office Supplies,Binders,37.97,234.4,546.84,2023-09-08,2023-09-09,1,1,West,Consumer
ORDER-01068,2024-01-26,Standard Class,Office Supplies,Binders,30.53,301.7,468.45,2024-02-01,2024-02-03,2,1,South,Home Office
ORDER-01069,2023-12-01,Second Class,Office Supplies,Pens,8.76,89.8,65.58,2023-12-02,2023-12-02,0,0,South,Consumer
ORDER-01070,2024-06-02,First Class,Office Supplies,Paper,39.97,372.1,1195.29,2024-06-05,2024-06-06,1,1,West,Consumer
ORDER-01071,2023-05-17,Same Day,Office Supplies,Binders,36.15,154.8,578.03,2023-05-18,2023-05-19,1,1,North,Consumer
ORDER-01072,2024-05-12,Standard Class,Furniture,Chairs,4.76,332.9,84.99,2024-05-13,2024-05-14,1,1,East,Home Office
ORDER-01073,2024-04-21,First Class,Office Supplies,Paper,23.46,83.4,171.51,2024-04-24,2024-04-24,0,0,South,Consumer
ORDER-01074,2023-08-11,First Class,Technology,Machines,9.11,345.6,257.95,2023-08-13,2023-08-14,1,1,East,Corporate
ORDER-01075,2024-01-07,Second Class,Technology,Copiers,17.21,68.5,86.33,2024-01-08,2024-01-10,2,1,West,Corporate
ORDER-01076,2024-02-06,Same Day,Furniture,Bookcases,1.4,215.6,35.69,2024-02-07,2024-02-08,1,1,East,Home Office
ORDER-01077,2024-03-18,Standard Class,Furniture,Furnishings,20.32,127.4,147.08,2024-03-19,2024-03-19,0,0,North,Consumer
ORDER-01078,2024-05-04,Standard Class,Furniture,Furnishings,27.72,375.4,532.29,2024-05-06,2024-05-07,1,1,West,Corporate
ORDER-01079,2023-09-30,First Class,Office Supplies,Paper,31.17,134.7,342.29,2023-10-02,2023-10-03,1,1,North,Home Office
ORDER-01080,2024-06-09,Standard Class,Office Supplies,Binders,33.34,441.5,751.58,2024-06-13,2024-06-15,2,1,West,Corporate
ORDER-01081,2023-06-08,First Class,Office Supplies,Pens,41.9,446.5,1509.01,2023-06-09,2023-06-10,1,1,North,Consumer
ORDER-01082,2023-06-01,First Class,Furniture,Tables,11.17,102.2,99.19,2023-06-03,2023-06-05,2,1,West,Home Office
ORDER-01083,2023-07-07,Standard Class,Furniture,Tables,6.46,308.9,105.01,2023-07-13,2023-07-15,2,1,North,Corporate
ORDER-01084,2023-04-08,First Class,Office Supplies,Storage,42.65,48.4,176.41,2023-04-09,2023-04-13,4,1,West,Home Office
ORDER-01085,2023-05-11,Standard Class,Office Supplies,Binders,8.25,198.8,88.29,2023-05-13,2023-05-14,1,1,North,Corporate
ORDER-01086,2023-06-20,Second Class,Furniture,Chairs,48.75,358.1,1053.86,2023-06-25,2023-06-27,2,1,West,Corporate
ORDER-01087,2023-07-02,Second Class,Office Supplies,Storage,42.21,331.4,848.31,2023-07-06,2023-07-09,3,1,North,Consumer
ORDER-01088,2023-12-30,Same Day,Furniture,Tables,25.29,314.2,809.07,2024-01-01,2024-01-04,3,1,South,Consumer
ORDER-01089,2023-02-08,Standard Class,Technology,Machines,49.08,144.9,368.53,2023-02-15,2023-02-17,2,1,East,Corporate
ORDER-01090,2024-06-10,Standard Class,Technology,Phones,5.32,192.1,57.13,2024-06-15,2024-06-16,1,1,West,Home Office
ORDER-01091,2024-05-11,Second Class,Furniture,Chairs,15.5,56.0,71.61,2024-05-12,2024-05-12,0,0,North,Home Office
ORDER-01092,2024-05-30,First Class,Furniture,Tables,32.09,360.9,944.81,2024-06-02,2024-06-04,2,1,South,Consumer
ORDER-01093,2023-12-15,Second Class,Office Supplies,Storage,17.83,254.4,281.05,2023-12-21,2023-12-22,1,1,West,Corporate
ORDER-01094,2024-02-01,Standard Class,Furniture,Tables,46.45,355.8,833.18,2024-02-04,2024-02-04,0,0,West,Consumer
ORDER-01095,2023-06-10,Standard Class,Office Supplies,Binders,3.75,128.2,43.17,2023-06-19,2023-06-20,1,1,West,Corporate
ORDER-01096,2023-01-16,Standard Class,Technology,Machines,27.7,165.6,241.27,2023-01-20,2023-01-22,2,1,East,Corporate
ORDER-01097,2024-05-07,First Class,Office Supplies,Binders,29.75,170.4,415.22,2024-05-08,2024-05-08,0,0,North,Consumer
ORDER-01098,2024-03-01,Standard Class,Technology,Phones,32.81,17.7,41.39,2024-03-07,2024-03-07,0,0,North,Home Office
ORDER-01099,2023-04-18,Standard Class,Office Supplies,Storage,13.16,173.8,130.95,2023-04-21,2023-04-21,0,0,West,Consumer
ORDER-01100,2024-03-25,Same Day,Furniture,Furnishings,18.55,402.6,754.35,2024-03-26,2024-03-26,0,0,West,Corporate
ORDER-01101,2023-11-07,Standard Class,Technology,Machines,42.26,449.2,965.67,2023-11-11,2023-11-11,0,0,West,Consumer
ORDER-01102,2023-06-19,Same Day,Office Supplies,Storage,10.15,261.5,281.66,2023-06-20,2023-06-20,0,0,South,Home Office
ORDER-01103,2024-06-29,Second Class,Office Supplies,Binders,41.43,230.5,586.07,2024-07-04,2024-07-05,1,1,West,Home Office
ORDER-01104,2024-02-18,First Class,Furniture,Tables,28.35,20.3,64.03,2024-02-23,2024-02-24,1,1,East,Corporate
ORDER-01105,2023-09-08,Standard Class,Furniture,Chairs,38.23,440.2,848.42,2023-09-13,2023-09-15,2,1,North,Consumer
ORDER-01106,2023-05-21,Standard Class,Technology,Copiers,35.82,11.4,34.35,2023-05-24,2023-05-25,1,1,East,Home Office
ORDER-01107,2023-10-01,First Class,Furniture,Bookcases,10.77,472.7,419.02,2023-10-03,2023-10-04,1,1,West,Consumer
ORDER-01108,2024-02-20,First Class,Technology,Phones,28.66,247.2,578.11,2024-02-24,2024-02-27,3,1,South,Home Office
ORDER-01109,2023-02-08,First Class,Technology,Copiers,43.45,174.3,614.66,2023-02-14,2023-02-15,1,1,West,Corporate
ORDER-01110,2023-01-29,Standard Class,Technology,Phones,21.89,462.5,516.79,2023-02-05,2023-02-08,3,1,West,Corporate
ORDER-01111,2024-04-21,First Class,Office Supplies,Binders,48.35,17.1,72.77,2024-04-29,2024-04-29,0,0,West,Consumer
ORDER-01112,2023-11-14,First Class,Office Supplies,Storage,22.88,292.8,544.72,2023-11-16,2023-11-17,1,1,West,Corporate
ORDER-01113,2023-09-02,Second Class,Technology,Machines,7.57,276.7,134.76,2023-09-04,2023-09-07,3,1,West,Home Office
ORDER-01114,2023-09-29,First Class,Furniture,Tables,19.78,113.6,195.57,2023-09-30,2023-10-04,4,1,North,Corporate
ORDER-01115,2024-03-15,First Class,Office Supplies,Storage,47.61,217.3,833.38,2024-03-19,2024-03-21,2,1,East,Home Office
ORDER-01116,2023-08-27,Second Class,Office Supplies,Storage,16.33,327.9,336.04,2023-08-31,2023-09-02,2,1,South,Home Office
ORDER-01117,2024-01-12,Standard Class,Office Supplies,Pens,43.47,364.9,801.43,2024-01-16,2024-01-18,2,1,West,Corporate
ORDER-01118,2023-09-23,Standard Class,Office Supplies,Binders,44.12,5.4,18.14,2023-09-30,2023-09-30,0,0,South,Home Office
ORDER-01119,2023-12-25,Standard Class,Office Supplies,Pens,17.83,468.7,427.36,2023-12-27,2023-12-27,0,0,North,Home Office
ORDER-01120,2023-12-06,Standard Class,Office Supplies,Pens,4.62,86.4,28.33,2023-12-10,2023-12-10,0,0,East,Consumer
ORDER-01121,2024-01-24,Standard Class,Technology,Machines,36.37,120.6,232.59,2024-01-27,2024-01-30,3,1,West,Consumer
ORDER-01122,2023-01-03,Standard Class,Furniture,Furnishings,15.92,135.4,118.14,2023-01-04,2023-01-04,0,0,North,Consumer
ORDER-01123,2024-03-04,Standard Class,Technology,Accessories,39.25,23.7,66.0,2024-03-10,2024-03-11,1,1,North,Corporate
ORDER-01124,2023-05-22,Standard Class,Office Supplies,Storage,22.41,65.9,93.29,2023-05-31,2023-05-31,0,0,East,Consumer
ORDER-01125,2024-01-11,First Class,Technology,Machines,24.52,493.2,979.12,2024-01-12,2024-01-13,1,1,West,Home Office
ORDER-01126,2023-11-20,Same Day,Office Supplies,Binders,39.01,161.0,644.99,2023-11-22,2023-11-22,0,0,East,Corporate
ORDER-01127,2023-05-26,Standard Class,Technology,Machines,19.43,62.1,65.53,2023-06-02,2023-06-02,0,0,East,Corporate
ORDER-01128,2023-10-20,Same Day,Furniture,Bookcases,22.43,58.0,143.31,2023-10-21,2023-10-22,1,1,South,Corporate
ORDER-01129,2024-03-07,Second Class,Technology,Accessories,19.12,361.1,430.4,2024-03-13,2024-03-14,1,1,South,Corporate
ORDER-01130,2024-02-03,Standard Class,Furniture,Furnishings,18.68,428.0,408.01,2024-02-08,2024-02-10,2,1,East,Home Office
ORDER-01131,2023-12-10,Standard Class,Technology,Phones,26.53,132.2,181.28,2023-12-15,2023-12-15,0,0,South,Home Office
ORDER-01132,2023-05-20,Second Class,Technology,Accessories,40.54,15.4,44.8,2023-05-27,2023-05-30,3,1,North,Consumer
ORDER-01133,2023-07-06,First Class,Furniture,Tables,18.41,115.4,181.59,2023-07-08,2023-07-10,2,1,East,Corporate
ORDER-01134,2023-03-02,First Class,Furniture,Chairs,26.45,33.0,82.42,2023-03-05,2023-03-06,1,1,West,Consumer
ORDER-01135,2024-01-15,Standard Class,Technology,Machines,33.7,56.2,105.41,2024-01-16,2024-01-16,0,0,West,Home Office
ORDER-01136,2024-03-15,Standard Class,Furniture,Furnishings,13.84,218.6,162.87,2024-03-19,2024-03-19,0,0,North,Corporate
ORDER-01137,2023-11-15,Standard Class,Technology,Accessories,14.24,118.8,96.64,2023-11-22,2023-11-23,1,1,West,Home Office
ORDER-01138,2023-10-29,Standard Class,Furniture,Tables,46.7,260.4,624.58,2023-11-03,2023-11-05,2,1,West,Consumer
ORDER-01139,2023-12-10,Standard Class,Furniture,Furnishings,36.31,130.5,243.5,2023-12-11,2023-12-14,3,1,East,Home Office
ORDER-01140,2023-01-11,Standard Class,Technology,Machines,29.07,470.6,700.55,2023-01-20,2023-01-20,0,0,North,Corporate
ORDER-01141,2023-03-03,First Class,Office Supplies,Pens,32.56,453.4,1196.35,2023-03-08,2023-03-12,4,1,East,Corporate
ORDER-01142,2023-08-14,Same Day,Technology,Accessories,1.95,285.6,71.82,2023-08-15,2023-08-16,1,1,North,Consumer
ORDER-01143,2023-06-02,Standard Class,Office Supplies,Binders,31.1,180.4,296.54,2023-06-05,2023-06-06,1,1,East,Corporate
ORDER-01144,2023-11-06,Same Day,Office Supplies,Paper,25.72,193.7,510.26,2023-11-07,2023-11-08,1,1,East,Home Office
ORDER-01145,2023-08-31,Standard Class,Office Supplies,Pens,27.51,208.9,295.51,2023-09-04,2023-09-07,3,1,South,Home Office
ORDER-01146,2024-05-07,Standard Class,Office Supplies,Storage,18.29,365.2,347.02,2024-05-11,2024-05-15,4,1,West,Home Office
ORDER-01147,2024-01-01,Standard Class,Office Supplies,Pens,4.53,228.6,71.15,2024-01-04,2024-01-05,1,1,North,Home Office
ORDER-01148,2023-11-26,Second Class,Office Supplies,Storage,10.07,429.1,273.09,2023-11-29,2023-12-02,3,1,West,Consumer
ORDER-01149,2023-04-17,Same Day,Office Supplies,Storage,47.56,472.3,2251.42,2023-04-18,2023-04-19,1,1,South,Home Office
ORDER-01150,2023-08-14,Second Class,Furniture,Bookcases,20.73,171.3,218.96,2023-08-18,2023-08-18,0,0,North,Consumer
ORDER-01151,2023-08-06,Standard Class,Technology,Accessories,23.6,282.5,353.24,2023-08-09,2023-08-10,1,1,South,Home Office
ORDER-01152,2024-05-20,Second Class,Furniture,Furnishings,3.11,52.1,15.8,2024-05-24,2024-05-25,1,1,West,Consumer
ORDER-01153,2023-09-16,Standard Class,Office Supplies,Pens,2.36,104.2,17.99,2023-09-19,2023-09-21,2,1,East,Home Office
ORDER-01154,2024-05-31,First Class,Furniture,Chairs,36.0,209.7,614.23,2024-06-01,2024-06-02,1,1,South,Home Office
ORDER-01155,2023-02-23,Second Class,Office Supplies,Pens,27.14,107.1,193.94,2023-03-02,2023-03-02,0,0,South,Consumer
ORDER-01156,2023-02-16,Standard Class,Technology,Phones,25.68,438.9,573.33,2023-02-21,2023-02-24,3,1,East,Corporate
ORDER-01157,2024-06-04,Second Class,Furniture,Furnishings,12.53,83.4,73.85,2024-06-09,2024-06-12,3,1,West,Corporate
ORDER-01158,2023-04-09,Second Class,Furniture,Bookcases,37.37,230.6,531.56,2023-04-16,2023-04-17,1,1,South,Corporate
ORDER-01159,2023-01-20,Standard Class,Furniture,Bookcases,8.83,304.8,139.93,2023-01-21,2023-01-24,3,1,West,Consumer
ORDER-01160,2024-05-04,Second Class,Office Supplies,Paper,9.9,347.5,224.88,2024-05-08,2024-05-10,2,1,East,Corporate
ORDER-01161,2024-02-23,Standard Class,Technology,Copiers,23.31,194.6,239.6,2024-02-24,2024-02-25,1,1,North,Corporate
ORDER-01162,2023-03-03,First Class,Furniture,Bookcases,14.67,435.2,522.75,2023-03-05,2023-03-06,1,1,South,Consumer
ORDER-01163,2023-05-25,First Class,Technology,Machines,12.75,286.3,309.94,2023-05-27,2023-05-28,1,1,West,Corporate
ORDER-01164,2023-08-04,First Class,Office Supplies,Pens,32.44,222.6,596.99,2023-08-08,2023-08-10,2,1,East,Corporate
ORDER-01165,2023-01-03,Second Class,Office Supplies,Binders,32.72,38.3,86.54,2023-01-04,2023-01-06,2,1,East,Corporate
ORDER-01166,2023-06-09,Second Class,Technology,Phones,41.31,235.0,590.06,2023-06-14,2023-06-16,2,1,South,Consumer
ORDER-01167,2023-04-30,Standard Class,Office Supplies,Pens,21.18,411.3,452.8,2023-05-03,2023-05-05,2,1,North,Consumer
ORDER-01168,2023-03-30,First Class,Office Supplies,Paper,4.12,309.2,112.96,2023-04-01,2023-04-01,0,0,South,Corporate
ORDER-01169,2023-11-25,Standard Class,Furniture,Chairs,14.05,416.9,311.91,2023-11-28,2023-11-29,1,1,West,Corporate
ORDER-01170,2023-12-23,Standard Class,Furniture,Chairs,49.01,249.5,630.65,2023-12-31,2024-01-02,2,1,East,Consumer
ORDER-01171,2023-09-24,Standard Class,Furniture,Bookcases,30.01,63.6,102.15,2023-09-29,2023-09-29,0,0,North,Corporate
ORDER-01172,2023-11-19,Standard Class,Furniture,Bookcases,35.63,11.8,40.37,2023-11-27,2023-11-30,3,1,West,Consumer
ORDER-01173,2024-06-24,Second Class,Office Supplies,Paper,0.86,155.1,18.53,2024-07-01,2024-07-02,1,1,South,Corporate
ORDER-01174,2023-07-14,Standard Class,Office Supplies,Binders,26.15,350.5,472.97,2023-07-15,2023-07-17,2,1,East,Consumer
ORDER-01175,2023-11-28,First Class,Office Supplies,Paper,2.36,396.2,80.32,2023-12-01,2023-12-01,0,0,South,Home Office
ORDER-01176,2023-06-19,Standard Class,Furniture,Tables,28.68,151.4,235.44,2023-06-20,2023-06-22,2,1,North,Home Office
ORDER-01177,2024-06-04,Standard Class,Furniture,Chairs,46.08,250.3,591.32,2024-06-07,2024-06-10,3,1,North,Consumer
ORDER-01178,2024-04-07,Second Class,Office Supplies,Storage,48.44,213.5,635.17,2024-04-09,2024-04-10,1,1,North,Home Office
ORDER-01179,2023-02-09,Standard Class,Technology,Phones,27.26,208.2,302.31,2023-02-19,2023-02-19,0,0,North,Corporate
ORDER-01180,2024-06-20,Standard Class,Furniture,Chairs,23.18,119.5,151.13,2024-06-29,2024-06-30,1,1,North,Consumer
ORDER-01181,2023-09-18,First Class,Technology,Copiers,47.28,72.5,285.38,2023-09-24,2023-09-24,0,0,South,Consumer
ORDER-01182,2024-01-30,Standard Class,Office Supplies,Binders,33.84,102.4,191.25,2024-02-04,2024-02-07,3,1,North,Corporate
ORDER-01183,2023-08-14,First Class,Office Supplies,Storage,3.71,32.4,25.75,2023-08-18,2023-08-18,0,0,North,Corporate
ORDER-01184,2023-05-04,Standard Class,Office Supplies,Binders,23.55,103.1,140.63,2023-05-08,2023-05-08,0,0,East,Consumer
ORDER-01185,2023-02-07,Standard Class,Furniture,Furnishings,12.39,9.6,25.05,2023-02-13,2023-02-14,1,1,North,Corporate
ORDER-01186,2023-11-24,First Class,Furniture,Chairs,23.76,315.5,610.44,2023-11-29,2023-11-30,1,1,East,Consumer
ORDER-01187,2023-09-08,Standard Class,Office Supplies,Pens,23.05,161.6,197.95,2023-09-13,2023-09-14,1,1,East,Corporate
ORDER-01188,2023-06-25,Standard Class,Office Supplies,Pens,29.32,486.7,722.34,2023-07-01,2023-07-04,3,1,East,Consumer
ORDER-01189,2024-03-29,Standard Class,Technology,Accessories,18.16,100.9,106.53,2024-04-04,2024-04-04,0,0,South,Corporate
ORDER-01190,2023-02-06,Standard Class,Office Supplies,Pens,8.63,176.2,86.5,2023-02-15,2023-02-16,1,1,South,Corporate
ORDER-01191,2023-11-12,First Class,Furniture,Tables,25.43,182.1,387.26,2023-11-13,2023-11-14,1,1,West,Home Office
ORDER-01192,2023-04-24,Standard Class,Technology,Accessories,41.6,9.2,25.96,2023-04-25,2023-04-26,1,1,West,Home Office
ORDER-01193,2023-02-09,First Class,Furniture,Furnishings,33.37,420.4,1129.05,2023-02-10,2023-02-14,4,1,East,Home Office
ORDER-01194,2023-10-28,First Class,Office Supplies,Binders,17.25,20.8,36.77,2023-10-29,2023-10-30,1,1,South,Corporate
ORDER-01195,2023-08-12,Standard Class,Office Supplies,Storage,46.81,470.4,1107.24,2023-08-16,2023-08-20,4,1,North,Consumer
ORDER-01196,2023-11-14,Same Day,Technology,Copiers,45.65,446.6,2053.03,2023-11-15,2023-11-19,4,1,West,Corporate
ORDER-01197,2023-12-15,Standard Class,Technology,Accessories,10.86,270.1,153.87,2023-12-22,2023-12-25,3,1,South,Home Office
ORDER-01198,2023-04-25,Same Day,Office Supplies,Binders,2.45,274.1,74.55,2023-04-26,2023-04-27,1,1,North,Corporate
ORDER-01199,2023-11-19,Standard Class,Office Supplies,Paper,37.19,328.6,616.25,2023-11-21,2023-11-22,1,1,North,Home Office
ORDER-01200,2023-02-09,Second Class,Technology,Accessories,41.47,196.6,505.91,2023-02-12,2023-02-15,3,1,South,Home Office
ORDER-01201,2023-02-09,Standard Class,Furniture,Tables,48.41,325.4,804.82,2023-02-15,2023-02-17,2,1,West,Consumer
ORDER-01202,2023-10-16,Standard Class,Furniture,Chairs,44.55,27.2,68.02,2023-10-17,2023-10-19,2,1,South,Consumer
ORDER-01203,2023-09-19,Second Class,Furniture,Chairs,30.23,31.8,73.77,2023-09-21,2023-09-23,2,1,West,Home Office
ORDER-01204,2023-08-04,First Class,Furniture,Bookcases,26.74,231.3,506.3,2023-08-09,2023-08-11,2,1,East,Home Office
ORDER-01205,2023-05-27,Standard Class,Office Supplies,Binders,1.88,277.1,34.64,2023-06-01,2023-06-01,0,0,South,Corporate
ORDER-01206,2023-12-02,Standard Class,Office Supplies,Pens,12.71,444.5,296.8,2023-12-08,2023-12-11,3,1,South,Home Office
ORDER-01207,2023-06-17,First Class,Office Supplies,Pens,23.25,56.8,113.33,2023-06-22,2023-06-23,1,1,West,Corporate
ORDER-01208,2023-04-02,Second Class,Furniture,Chairs,31.61,412.2,798.13,2023-04-09,2023-04-10,1,1,West,Home Office
ORDER-01209,2023-12-19,Same Day,Technology,Machines,28.08,109.0,311.79,2023-12-20,2023-12-20,0,0,South,Consumer
ORDER-01210,2023-12-29,First Class,Office Supplies,Pens,37.26,200.1,615.85,2023-12-30,2024-01-01,2,1,North,Consumer
ORDER-01211,2023-12-11,Same Day,Office Supplies,Storage,14.35,161.7,238.12,2023-12-12,2023-12-13,1,1,North,Home Office
ORDER-01212,2023-06-19,First Class,Office Supplies,Binders,28.47,203.1,476.27,2023-06-23,2023-06-24,1,1,North,Corporate
ORDER-01213,2023-12-22,Standard Class,Office Supplies,Paper,4.86,79.5,37.85,2023-12-25,2023-12-27,2,1,East,Corporate
ORDER-01214,2023-07-10,Standard Class,Furniture,Tables,20.98,254.3,271.94,2023-07-11,2023-07-14,3,1,East,Corporate
ORDER-01215,2024-02-26,First Class,Furniture,Tables,37.63,401.8,1222.06,2024-02-28,2024-03-01,2,1,West,Home Office
ORDER-01216,2023-01-07,Second Class,Technology,Phones,34.82,223.6,477.4,2023-01-10,2023-01-13,3,1,East,Home Office
ORDER-01217,2023-05-13,Standard Class,Technology,Accessories,49.54,247.9,627.75,2023-05-22,2023-05-22,0,0,North,Consumer
ORDER-01218,2023-01-31,Standard Class,Office Supplies,Paper,14.26,425.1,311.48,2023-02-04,2023-02-04,0,0,South,Consumer
ORDER-01219,2024-06-18,Same Day,Furniture,Furnishings,25.16,354.5,897.9,2024-06-21,2024-06-21,0,0,East,Home Office
ORDER-01220,2024-03-01,Second Class,Office Supplies,Binders,16.81,247.8,264.32,2024-03-03,2024-03-03,0,0,East,Consumer
ORDER-01221,2024-01-29,Standard Class,Technology,Phones,22.31,132.6,159.17,2024-02-03,2024-02-04,1,1,North,Corporate
ORDER-01222,2023-12-29,Standard Class,Technology,Copiers,42.92,443.0,965.02,2023-12-30,2023-12-31,1,1,East,Corporate
ORDER-01223,2024-03-12,Standard Class,Furniture,Tables,34.37,290.6,507.55,2024-03-13,2024-03-13,0,0,West,Home Office
ORDER-01224,2023-03-23,Standard Class,Furniture,Furnishings,44.18,114.5,263.01,2023-03-27,2023-03-29,2,1,South,Corporate
ORDER-01225,2023-12-22,Standard Class,Technology,Phones,10.57,138.2,86.46,2023-12-26,2023-12-27,1,1,North,Home Office
ORDER-01226,2023-09-15,Standard Class,Office Supplies,Binders,43.73,402.6,894.18,2023-09-21,2023-09-21,0,0,West,Corporate
ORDER-01227,2024-06-07,First Class,Furniture,Tables,3.46,26.9,18.03,2024-06-08,2024-06-08,0,0,North,Home Office
ORDER-01228,2023-10-22,Standard Class,Furniture,Tables,44.49,496.1,1112.78,2023-10-27,2023-10-30,3,1,West,Corporate
ORDER-01229,2023-08-12,First Class,Office Supplies,Storage,16.79,69.5,102.46,2023-08-13,2023-08-14,1,1,South,Corporate
ORDER-01230,2024-06-08,First Class,Technology,Phones,16.07,399.1,520.7,2024-06-12,2024-06-13,1,1,South,Consumer
ORDER-01231,2023-02-15,Standard Class,Technology,Copiers,25.85,200.4,268.9,2023-02-20,2023-02-21,1,1,West,Consumer
ORDER-01232,2023-04-23,Second Class,Office Supplies,Pens,47.06,248.6,709.94,2023-04-27,2023-04-28,1,1,West,Consumer
ORDER-01233,2023-08-21,Standard Class,Office Supplies,Pens,2.87,440.9,77.78,2023-08-22,2023-08-22,0,0,West,Consumer
ORDER-01234,2023-01-17,First Class,Furniture,Chairs,17.94,209.4,314.07,2023-01-19,2023-01-19,0,0,West,Consumer
ORDER-01235,2023-12-26,Standard Class,Office Supplies,Pens,42.9,271.1,592.25,2024-01-02,2024-01-04,2,1,West,Consumer
